iso_3,year,sentiment,amount_of_time_spent_on_climate,Annual COâ‚‚ emissions (per capita),Anual co2 per capita shifted,Change co2
PRT,2020,-0.719,0.038461538461538464,4.0589566,3.9647021,0.09425450000000035
PRT,2021,-0.85,0.08333333333333333,3.9647021,0.14529002,3.8194120799999998
PRY,2013,0.9483,0.047619047619047616,0.8612127,0.8961541,-0.0349413999999999
PRY,2014,0.4767,0.045454545454545456,0.8961541,0.9789061,-0.08275200000000005
PRY,2015,0.802,0.041666666666666664,0.9789061,1.1415454,-0.16263930000000004
PRY,2016,0.11075000000000002,0.10526315789473684,1.1415454,1.2695866,-0.12804119999999997
PRY,2017,,0.0,1.2695866,1.3204619,-0.05087529999999996
PRY,2018,0.00545000000000001,0.10526315789473684,1.3204619,1.2625307,0.05793120000000007
PRY,2019,-0.9055,0.08695652173913043,1.2625307,1.2137206,0.048810099999999856
PRY,2020,0.4019,0.05555555555555555,1.2137206,1.2793584,-0.06563779999999997
PRY,2021,-0.2247,0.058823529411764705,1.2793584,0.0011801276,1.2781782724
ROU,2013,0.3591333333333333,0.10344827586206896,3.9333878,3.9234908,0.009897000000000045
ROU,2014,,0.0,3.9234908,3.9182136,0.005277200000000093
ROU,2015,0.9387,0.06666666666666667,3.9182136,3.8898997,0.028313900000000114
ROU,2016,0.37487499999999996,0.25,3.8898997,4.06333,-0.1734302999999997
ROU,2017,,0.0,4.06333,4.10655,-0.0432200000000007
ROU,2018,0.9531,0.1111111111111111,4.10655,3.9453893,0.16116070000000038
ROU,2019,-0.1531,0.125,3.9453893,3.8132834,0.1321059
ROU,2020,0.25585,0.125,3.8132834,4.104127,-0.2908436000000001
ROU,2021,,0.0,4.104127,0.00032591255,4.10380108745
RWA,2013,0.02827142857142855,0.4666666666666667,0.070466645,0.072758816,-0.0022921710000000095
RWA,2014,,0.0,0.072758816,0.083328016,-0.0105692
RWA,2015,,0.0,0.083328016,0.08959021,-0.006262193999999999
RWA,2016,0.75615,0.3333333333333333,0.08959021,0.095476225,-0.0058860149999999944
RWA,2017,0.7841,0.16666666666666666,0.095476225,0.10224078,-0.006764555000000005
RWA,2018,,0.0,0.10224078,0.14118028,-0.03893949999999999
RWA,2019,0.9297,0.2,0.14118028,0.12641333,0.014766950000000001
RWA,2020,0.4916,0.3076923076923077,0.12641333,0.13033324,-0.003919909999999999
RWA,2021,0.11961999999999999,0.21739130434782608,0.13033324,0.6505682,-0.52023496
SDN,2013,,0.0,0.47256225,0.4738943,-0.0013320499999999735
SDN,2014,0.10787500000000003,0.19047619047619047,0.4738943,0.55511844,-0.08122414
SDN,2015,0.875,0.05,0.55511844,0.50886613,0.04625230999999996
SDN,2016,0.2202,0.125,0.50886613,0.55141777,-0.04255164
SDN,2017,,0.0,0.55141777,0.5205905,0.030827270000000073
SDN,2018,,0.0,0.5205905,0.507772,0.012818499999999955
SDN,2019,,0.0,0.507772,0.45083907,0.05693292999999999
SDN,2020,,0.0,0.45083907,0.46078634,-0.009947270000000008
SDN,2021,0.2533,0.045454545454545456,0.46078634,1.0855243,-0.62473796
SEN,2013,-0.9518,0.041666666666666664,0.5775902,0.62449276,-0.04690255999999993
SEN,2014,,0.0,0.62449276,0.68579584,-0.061303080000000065
SEN,2015,0.9274,0.1,0.68579584,0.67896795,0.006827890000000059
SEN,2016,,0.0,0.67896795,0.7098746,-0.030906650000000035
SEN,2017,0.5986,0.14285714285714285,0.7098746,0.7274772,-0.017602600000000024
SEN,2018,0.9469000000000001,0.11764705882352941,0.7274772,0.79755205,-0.07007484999999991
SEN,2019,0.8176,0.06666666666666667,0.79755205,0.7753579,0.022194149999999913
SEN,2020,0.0959,0.11475409836065574,0.7753579,0.8057197,-0.030361799999999994
SEN,2021,0.20310000000000003,0.1111111111111111,0.8057197,0.006653097,0.799066603
SLE,2013,0.224975,0.12903225806451613,0.14466894,0.15547383,-0.010804890000000011
SLE,2014,0.0,0.030303030303030304,0.15547383,0.14281224,0.01266159
SLE,2015,-0.459175,0.19047619047619047,0.14281224,0.15352397,-0.010711730000000003
SLE,2016,0.26265000000000005,0.10526315789473684,0.15352397,0.13744348,0.016080490000000003
SLE,2018,0.923925,0.14814814814814814,0.13190104,0.14798374,-0.016082700000000005
SLE,2019,0.051700000000000024,0.17391304347826086,0.14798374,0.14773816,0.00024557999999999525
SLE,2020,0.55095,0.0625,0.14773816,0.15431175,-0.00657358999999999
SLE,2021,0.8316,0.0625,0.15431175,0.0,0.15431175
SLV,2013,0.6444,0.0625,0.9852612,0.99059945,-0.0053382500000001
SLV,2014,0.4635666666666667,0.14285714285714285,0.99059945,1.0700842,-0.07948474999999988
SLV,2015,-0.7964,0.07692307692307693,1.0700842,1.0552406,0.014843599999999846
SLV,2016,0.6992,0.11764705882352941,1.0552406,0.9526126,0.10262800000000005
SLV,2017,0.00495000000000001,0.125,0.9526126,1.0212243,-0.06861170000000005
SLV,2018,0.9097,0.1,1.0212243,1.1819563,-0.16073199999999987
SLV,2019,0.5632,0.041666666666666664,1.1819563,1.0330923,0.14886399999999989
SLV,2020,,0.0,1.0330923,1.1409876,-0.10789530000000003
SLV,2021,-0.802,0.025,1.1409876,0.048553165,1.0924344350000001
SOM,2013,0.4019,0.03571428571428571,0.049033917,0.047351178,0.0016827390000000025
SOM,2014,,0.0,0.047351178,0.04578699,0.001564188000000001
SOM,2015,,0.0,0.04578699,0.044605248,0.0011817419999999995
SOM,2016,,0.0,0.044605248,0.042890634,0.0017146140000000032
SOM,2017,-0.5696,0.0625,0.042890634,0.041368622,0.0015220119999999962
SOM,2018,0.9595,0.05555555555555555,0.041368622,0.039892595,0.0014760269999999978
SOM,2019,-0.43634999999999996,0.17391304347826086,0.039892595,0.03496785,0.004924745000000001
SOM,2020,0.9481,0.08333333333333333,0.03496785,0.035766363,-0.0007985130000000007
SOM,2021,0.21130000000000004,0.13333333333333333,0.035766363,0.0050736433,0.030692719700000003
SRB,2014,0.37582000000000004,0.09615384615384616,4.9321513,5.8218513,-0.8896999999999995
SRB,2021,0.6081000000000001,0.08333333333333333,4.2304993,0.15935631,4.07114299
SSD,2013,,0.0,0.1299848,0.13593018,-0.00594538
SSD,2014,0.29136666666666666,0.08108108108108109,0.13593018,0.17085552,-0.03492534
SSD,2015,,0.0,0.17085552,0.15396188,0.016893640000000015
SSD,2016,,0.0,0.15396188,0.13647744,0.01748443999999999
SSD,2017,,0.0,0.13647744,0.14415856,-0.007681119999999986
SSD,2018,,0.0,0.14415856,0.1581657,-0.014007140000000001
SSD,2019,0.9337,0.05263157894736842,0.1581657,0.14131655,0.01684914999999998
SSD,2021,0.7862999999999999,0.09375,0.14719196,0.0002809471,0.1469110129
SUR,2015,0.2257,0.25,4.186436,4.040111,0.14632500000000004
SUR,2016,0.8084666666666666,0.23076923076923078,4.040111,3.5933018,0.4468091999999997
SUR,2017,0.88435,0.058823529411764705,3.5933018,3.148706,0.4445958000000001
SUR,2018,,0.0,3.148706,4.469178,-1.3204720000000005
SUR,2019,0.9259,0.045454545454545456,4.469178,4.295461,0.1737169999999999
SUR,2020,0.25195,0.10526315789473684,4.295461,4.5566983,-0.26123729999999945
SUR,2021,0.9407,0.08333333333333333,4.5566983,0.011093442,4.545604858
SWE,2013,0.4064625,0.3076923076923077,4.7001395,4.4604154,0.2397241000000001
SWE,2014,0.9935,0.045454545454545456,4.4604154,4.4410806,0.01933479999999932
SWE,2015,0.21846666666666667,0.21428571428571427,4.4410806,4.361959,0.07912160000000057
SWE,2016,0.8519,0.0625,4.361959,4.2457175,0.11624150000000011
SWE,2017,0.6575888888888889,0.32142857142857145,4.2457175,4.142262,0.10345549999999992
SWE,2018,0.9285,0.1875,4.142262,3.9913132,0.15094879999999966
SWE,2019,0.5696857142857142,0.2413793103448276,3.9913132,3.5215755,0.46973770000000004
SWE,2020,0.8896,0.06060606060606061,3.5215755,3.4249187,0.09665679999999988
SWE,2021,0.7127166666666667,0.1276595744680851,3.4249187,0.059032958,3.365885742
SWZ,2013,0.7269,0.037037037037037035,1.2515529,0.68341696,0.5681359400000001
SWZ,2014,0.3760666666666667,0.23076923076923078,0.68341696,0.7657965,-0.08237954000000003
SWZ,2015,0.9662999999999999,0.25,0.7657965,0.92359316,-0.15779666000000003
SWZ,2016,0.3948666666666667,0.25,0.92359316,0.85601753,0.06757563
SWZ,2017,0.060350000000000015,0.10526315789473684,0.85601753,0.89040095,-0.03438341999999994
SWZ,2018,0.7249333333333333,0.13636363636363635,0.89040095,0.95858824,-0.06818729000000001
SWZ,2019,-0.31973333333333337,0.16666666666666666,0.95858824,0.89782774,0.060760499999999995
SWZ,2020,,0.0,0.89782774,0.91188765,-0.014059910000000064
SWZ,2021,0.5818333333333333,0.13043478260869565,0.91188765,0.000623873,0.911263777
SYC,2013,0.77715,0.07142857142857142,4.2802854,4.6727066,-0.39242119999999936
SYC,2014,0.7883,0.06060606060606061,4.6727066,5.0201893,-0.3474827000000005
SYR,2013,,0.0,1.582335,1.5404894,0.04184560000000004
SYR,2014,,0.0,1.5404894,1.4884069,0.05208250000000003
SYR,2015,,0.0,1.4884069,1.5293263,-0.04091939999999994
SYR,2016,,0.0,1.5293263,1.7179925,-0.18866620000000012
SYR,2017,,0.0,1.7179925,1.5636046,0.15438790000000013
SYR,2018,,0.0,1.5636046,1.3672318,0.1963727999999998
SYR,2019,,0.0,1.3672318,1.2593428,0.10788900000000012
SYR,2020,,0.0,1.2593428,1.2661933,-0.006850500000000093
SYR,2021,,0.0,1.2661933,0.0013753846,1.2648179154
TCD,2013,-0.588,0.08695652173913043,0.11235257,0.13555244,-0.023199869999999997
TCD,2014,,0.0,0.13555244,0.11915311,0.01639932999999999
TCD,2015,0.0772,0.047619047619047616,0.11915311,0.1381128,-0.01895969
TCD,2016,-0.017333333333333367,0.15789473684210525,0.1381128,0.13111766,0.006995140000000011
TCD,2017,-0.7845,0.047619047619047616,0.13111766,0.12860341,0.0025142499999999957
TCD,2018,0.743,0.034482758620689655,0.12860341,0.11919735,0.009406060000000008
TCD,2019,-0.12260000000000001,0.28,0.11919735,0.10827454,0.010922809999999991
TCD,2021,0.6597,0.02,0.11291891,0.17841984,-0.06550093
TGO,2013,0.5215125,0.2,0.23114227,0.21155563,0.019586640000000016
TGO,2014,0.9062,0.0625,0.21155563,0.24933536,-0.03777973000000001
TGO,2015,0.34390000000000004,0.21428571428571427,0.24933536,0.3017712,-0.05243584000000001
TGO,2018,,0.0,0.27438483,0.26749972,0.006885110000000028
TGO,2019,0.9311499999999999,0.125,0.26749972,0.26575908,0.0017406400000000155
TGO,2020,0.9152,0.1111111111111111,0.26575908,0.27091572,-0.005156640000000046
TGO,2021,0.38753333333333334,0.1875,0.27091572,0.14700395,0.12391177000000003
THA,2013,0.4678,0.07407407407407407,4.1731873,4.0877085,0.08547880000000063
THA,2014,,0.0,4.0877085,4.117252,-0.029543499999999945
THA,2015,0.938575,0.21052631578947367,4.117252,4.08616,0.03109200000000012
THA,2016,0.9390000000000001,0.11764705882352941,4.08616,4.133732,-0.047572000000000614
THA,2017,,0.0,4.133732,3.966176,0.16755600000000026
THA,2018,-0.1779,0.058823529411764705,3.966176,4.070233,-0.10405700000000007
THA,2019,-0.0010000000000000009,0.14285714285714285,4.070233,3.8805997,0.18963330000000012
THA,2020,,0.0,3.8805997,3.889545,-0.008945300000000156
THA,2021,0.5469,0.14285714285714285,3.889545,0.01833923,3.87120577
TJK,2013,0.200475,0.125,0.35726085,0.55247736,-0.19521651
TJK,2014,0.3475,0.32142857142857145,0.55247736,0.6220367,-0.06955933999999997
TJK,2015,0.8625,0.05263157894736842,0.6220367,0.73768955,-0.11565285000000003
TJK,2016,0.9336,0.08333333333333333,0.73768955,0.88043183,-0.14274228
TJK,2017,0.7078333333333333,0.15,0.88043183,0.99782705,-0.11739522000000002
TJK,2018,0.03469999999999999,0.16666666666666666,0.99782705,1.0530323,-0.05520524999999987
TJK,2019,,0.0,1.0530323,0.9885607,0.06447159999999996
TJK,2020,0.2747833333333333,0.07058823529411765,0.9885607,1.060136,-0.07157530000000001
TJK,2021,0.34521666666666667,0.07792207792207792,1.060136,0.06528794,0.9948480599999999
TLS,2013,0.7079333333333334,0.1111111111111111,0.4573857,0.4793213,-0.0219356
TLS,2014,0.4947333333333333,0.10714285714285714,0.4793213,0.45578867,0.02353263
TLS,2015,0.9587333333333333,0.17647058823529413,0.45578867,0.48172417,-0.0259355
TLS,2016,0.835625,0.17391304347826086,0.48172417,0.5098557,-0.028131530000000016
TLS,2018,0.52845,0.11764705882352941,0.5023355,0.5351027,-0.032767199999999996
TLS,2019,0.2724166666666667,0.3,0.5351027,0.5528247,-0.017721999999999904
TLS,2020,0.223375,0.14814814814814814,0.5528247,0.5574256,-0.004600900000000019
TON,2013,0.719475,0.21052631578947367,1.060492,1.0651263,-0.00463429999999998
TON,2014,0.4117,0.14285714285714285,1.0651263,1.1046542,-0.03952789999999995
TON,2015,0.671025,0.25,1.1046542,1.1783468,-0.0736926
TON,2016,,0.0,1.1783468,1.2858579,-0.10751110000000019
TON,2017,,0.0,1.2858579,1.2890736,-0.0032156999999999325
TON,2018,,0.0,1.2890736,1.5359025,-0.2468288999999999
TON,2019,0.9595,0.06666666666666667,1.5359025,1.6163967,-0.08049419999999996
TON,2020,,0.0,1.6163967,1.6490842,-0.03268749999999998
TON,2021,0.73035,0.09090909090909091,1.6490842,0.07745973,1.57162447
TUN,2013,,0.0,2.4407015,2.5083778,-0.06767630000000002
TUN,2014,,0.0,2.5083778,2.6186612,-0.11028340000000014
TUN,2015,0.9728,0.125,2.6186612,2.5569835,0.06167770000000017
TUN,2016,,0.0,2.5569835,2.5810575,-0.02407400000000015
TUN,2017,0.9393,0.05263157894736842,2.5810575,2.5137715,0.06728600000000018
TUN,2018,,0.0,2.5137715,2.4652345,0.04853699999999961
TUN,2019,0.90465,0.1,2.4652345,2.2676299,0.19760460000000002
TUN,2020,,0.0,2.2676299,2.575461,-0.3078310999999996
TUN,2021,,0.0,2.575461,0.012982571,2.5624784289999996
TUR,2013,,0.0,4.5334325,4.6582603,-0.12482780000000027
TUR,2014,-0.9875,0.05263157894736842,4.6582603,4.825473,-0.16721269999999944
TUR,2015,,0.0,4.825473,5.002561,-0.17708800000000036
TUR,2019,-0.9359999999999999,0.03773584905660377,4.8120704,4.9139,-0.1018296000000003
TUR,2020,0.29779999999999995,0.02962962962962963,4.9139,5.263368,-0.3494679999999999
TZA,2013,0.2953875,0.19047619047619047,0.20121343,0.19479121,0.006422220000000006
TZA,2014,0.621875,0.17391304347826086,0.19479121,0.2024101,-0.007618890000000017
TZA,2015,0.9771,0.07692307692307693,0.2024101,0.1997983,0.0026117999999999975
TZA,2016,0.5812333333333334,0.125,0.1997983,0.20265901,-0.0028607099999999885
TZA,2017,0.51378,0.22727272727272727,0.20265901,0.20290957,-0.0002505600000000108
TZA,2018,-0.6597,0.037037037037037035,0.20290957,0.21785387,-0.014944299999999994
TZA,2019,,0.0,0.21785387,0.19924279,0.018611080000000002
TZA,2020,,0.0,0.19924279,0.20536575,-0.006122960000000011
TZA,2021,0.2911,0.1111111111111111,0.20536575,0.0022618594,0.2031038906
UGA,2013,-0.8356666666666667,0.1875,0.10644032,0.11254967,-0.0061093499999999995
UGA,2014,,0.0,0.11254967,0.120754786,-0.008205115999999998
UGA,2015,0.8310000000000001,0.5,0.120754786,0.123586535,-0.0028317489999999945
UGA,2016,0.0557,0.6,0.123586535,0.13399649,-0.010409954999999999
UGA,2017,,0.0,0.13399649,0.13563222,-0.001635730000000002
UGA,2018,0.8801,0.1,0.13563222,0.13997535,-0.004343130000000001
UGA,2019,0.28954,0.17857142857142858,0.13997535,0.12401825,0.015957100000000002
UGA,2021,0.6086666666666667,0.18181818181818182,0.12606297,0.00028903253,0.12577393746999999
UKR,2015,,0.0,4.975796,5.219492,-0.2436959999999999
UKR,2017,,0.0,4.995539,5.2123866,-0.21684760000000036
UKR,2020,0.1027,0.02702702702702703,4.7128844,4.6370573,0.0758270999999997
UKR,2021,0.4493,0.0625,4.6370573,0.0870357,4.5500216
URY,2013,-0.023150000000000004,0.2962962962962963,2.2159002,1.9708116,0.2450886000000001
URY,2014,,0.0,1.9708116,1.9813055,-0.010493899999999945
URY,2015,,0.0,1.9813055,1.9102731,0.0710324
URY,2016,,0.0,1.9102731,1.8007609,0.10951219999999995
URY,2017,-0.9399,0.03571428571428571,1.8007609,1.9173871,-0.11662620000000001
URY,2018,0.0012999999999999678,0.25,1.9173871,1.8929877,0.02439940000000007
URY,2019,0.07241249999999999,0.25,1.8929877,1.8362468,0.05674089999999987
URY,2020,0.46585714285714286,0.1590909090909091,1.8362468,1.9665356,-0.13028879999999998
URY,2021,,0.0,1.9665356,0.00022730493,1.9663082950700002
UZB,2013,0.0,0.09090909090909091,3.7473264,3.5274768,0.21984959999999987
UZB,2014,0.0,0.1111111111111111,3.5274768,3.3504968,0.17697999999999992
UZB,2016,,0.0,3.5016394,3.4098747,0.09176470000000014
UZB,2017,,0.0,3.4098747,3.5890794,-0.1792047000000001
UZB,2018,,0.0,3.5890794,3.6024542,-0.013374799999999798
UZB,2020,-0.2744666666666667,0.10843373493975904,3.5267365,3.5688467,-0.042110199999999764
UZB,2021,0.9719,0.06666666666666667,3.5688467,0.589145,2.9797016999999997
VEN,2016,-0.019266666666666692,0.12,4.9569955,4.5932336,0.3637619000000001
VEN,2017,-0.4019,0.03125,4.5932336,3.4424012,1.1508323999999996
VEN,2018,,0.0,3.4424012,3.0758011,0.3666000999999999
VEN,2019,,0.0,3.0758011,2.6839678,0.39183330000000005
VEN,2020,0.905,0.043478260869565216,2.6839678,2.8279076,-0.14393980000000006
VEN,2021,0.4725,0.06896551724137931,2.8279076,0.018991606,2.808915994
VNM,2013,-0.07893999999999998,0.2,1.6785437,2.0148401,-0.3362963999999997
VNM,2014,0.098,0.1111111111111111,2.0148401,2.3617034,-0.3468633000000003
VNM,2015,0.92715,0.3333333333333333,2.3617034,2.4278777,-0.06617429999999969
VNM,2016,0.9246,0.15384615384615385,2.4278777,2.4782856,-0.05040790000000017
VNM,2017,0.30535,0.2222222222222222,2.4782856,2.8891642,-0.4108786000000002
VNM,2018,-0.38959999999999995,0.09523809523809523,2.8891642,3.560416,-0.6712517999999998
VNM,2019,-0.0772,0.047619047619047616,3.560416,3.403044,0.15737200000000007
VNM,2020,,0.0,3.403044,3.344827,0.05821699999999996
VNM,2021,0.017600000000000005,0.10526315789473684,3.344827,1.3591512,1.9856758
WSM,2013,0.3715,0.06060606060606061,0.9711931,0.9987659,-0.027572799999999953
WSM,2014,-0.003688888888888902,0.1875,0.9987659,1.1158332,-0.11706729999999999
WSM,2015,0.48996000000000006,0.4166666666666667,1.1158332,1.1585968,-0.04276360000000001
WSM,2016,0.8316749999999999,0.17391304347826086,1.1585968,1.1822656,-0.023668800000000045
WSM,2017,-0.9747,0.037037037037037035,1.1822656,1.1356364,0.046629199999999926
WSM,2018,0.4749666666666667,0.13043478260869565,1.1356364,1.2794564,-0.14381999999999984
WSM,2019,-0.5862,0.09090909090909091,1.2794564,1.3313901,-0.05193369999999997
WSM,2020,-0.04685,0.07142857142857142,1.3313901,1.3441752,-0.012785100000000105
WSM,2021,0.10101999999999997,0.15625,1.3441752,0.059034884,1.2851403160000001
YEM,2013,,0.0,1.0065371,0.95399684,0.052540260000000116
YEM,2014,,0.0,0.95399684,0.49387264,0.4601242
YEM,2015,,0.0,0.49387264,0.37239638,0.12147625999999995
YEM,2016,,0.0,0.37239638,0.3525499,0.01984648
YEM,2017,,0.0,0.3525499,0.34017542,0.012374480000000021
YEM,2018,,0.0,0.34017542,0.4020657,-0.06189028000000002
YEM,2019,,0.0,0.4020657,0.37604126,0.026024440000000038
YEM,2020,,0.0,0.37604126,0.3782891,-0.002247840000000001
YEM,2021,,0.0,0.3782891,1.0050611,-0.6267720000000001
ZMB,2013,0.7999333333333333,0.16666666666666666,0.2898698,0.30986276,-0.019992960000000004
ZMB,2014,0.8555,0.058823529411764705,0.30986276,0.3117247,-0.0018619400000000064
ZMB,2015,0.22896666666666665,0.1875,0.3117247,0.34932768,-0.03760297999999995
ZMB,2016,0.427425,0.19047619047619047,0.34932768,0.39558637,-0.04625869000000005
ZMB,2017,-0.08929999999999999,0.14285714285714285,0.39558637,0.4155687,-0.019982329999999993
ZMB,2018,,0.0,0.4155687,0.42148867,-0.005919969999999997
ZMB,2019,0.129625,0.2,0.42148867,0.3846562,0.036832470000000006
ZMB,2020,-0.34,0.0625,0.3846562,0.39419338,-0.009537179999999978
ZMB,2021,0.9686,0.041666666666666664,0.39419338,0.09764258,0.2965508
ZWE,2013,0.12208,0.17857142857142858,0.8610116,0.86217934,-0.0011677399999999727
ZWE,2014,0.34572,0.45454545454545453,0.86217934,0.8657724,-0.0035930600000000368
ZWE,2015,,0.0,0.8657724,0.72882223,0.13695016999999998
ZWE,2016,,0.0,0.72882223,0.65053254,0.07828968999999997
ZWE,2017,0.4190333333333333,0.2,0.65053254,0.7836386,-0.13310605999999992
ZWE,2018,0.4019,0.1,0.7836386,0.72386146,0.059777140000000006
ZWE,2019,-0.18443333333333334,0.1875,0.72386146,0.67697036,0.04689109999999996
ZWE,2020,,0.0,0.67697036,0.7062929,-0.029322540000000008
ZWE,2021,0.3593,0.12903225806451613,,,
